id,amr,antibiotic,pTested,nTested,pSusceptible,nSusceptible
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Ampicillin,100%,4,25%,1
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Cefazolin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Cefepime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Cefotaxime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Cefotetan,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Ceftazidime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Ceftriaxone,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Cefuroxime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Ciprofloxacin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Gentamicin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Imipenem (Cilastatin),100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Levofloxacin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Piperacillin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Tetracycline,100%,4,75%,3
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Tobramycin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Blood::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,4,50%,2
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Ampicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Cefotetan,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Cefuroxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Ear::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Ampicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Cefotetan,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Cefuroxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Fluid (Cerebral/Spinal)::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Ampicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Cefotetan,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Cefuroxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Skin::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Amoxicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Ampicillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Cefazolin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Cefepime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Cefotaxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Cefotetan,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Ceftazidime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Ceftriaxone,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Cefuroxime,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Ciprofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Gentamicin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Imipenem (Cilastatin),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Levofloxacin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Piperacillin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Tetracycline,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Tobramycin,100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Sputum::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,1,100%,1
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Amoxicillin,100%,387,92%,355
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Ampicillin,100%,387,58%,224
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cefazolin,100%,387,92%,357
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cefepime,100%,387,100%,386
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cefotaxime,100%,387,100%,387
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cefotetan,100%,387,99%,384
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Ceftazidime,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Ceftazidime,100%,387,100%,386
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Ceftriaxone,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Ceftriaxone,100%,387,100%,387
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cefuroxime,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cefuroxime,100%,387,98%,378
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Cephalothin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Cephalothin,100%,387,55%,213
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Ciprofloxacin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Ciprofloxacin,100%,387,88%,341
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Gentamicin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Gentamicin,100%,387,92%,356
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Imipenem (Cilastatin),Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Imipenem (Cilastatin),100%,387,100%,387
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Levofloxacin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Levofloxacin,100%,387,88%,342
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Nitrofurantoin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Nitrofurantoin,100%,387,99%,383
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Piperacillin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Piperacillin,100%,387,99%,382
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Tetracycline,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Tetracycline,100%,387,73%,283
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Tobramycin,Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Tobramycin,100%,387,93%,360
Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1::Trimethoprim-Sulfamethoxazole (Tmp-Smx),Phoenix Indian Medical Center::Escherichia coli::Urine::2019::1,Trimethoprim-Sulfamethoxazole (Tmp-Smx),100%,387,68%,262
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Amoxicillin,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Amoxicillin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Ampicillin,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Ampicillin,100%,4,50%,2
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Cefazolin,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Cefazolin,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Cefepime,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Cefepime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Cefotaxime,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Cefotaxime,100%,4,100%,4
Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1::Cefotetan,Phoenix Indian Medical Center::Escherichia coli::Wound::2019::1,Cefotetan,100%,4,100%,4
