id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
Sunrise Care Homes-Hayden,Assisted Living::Directed Home,10,,Scottsdale,13452 North Hayden Road,85260,(480)703-6644,(480)922-3520,33.607198,-111.908702
Sunrise Care Homes-Shea,Assisted Living::Directed Home,10,,Scottsdale,11002 North 66Th Street,85254,(480)367-9117,(480)922-3520,33.586289,-111.939696
Sunset Adult Care Home LLC,Assisted Living::Directed Home,10,,Tucson,4765 West Calle Don Tomas,85757,(520)807-7584,(520)883-8995,32.164697,-111.066302
Sunset Adult Family Home,Assisted Living::Directed Home,6,,Surprise,16118 North 168Th Lane,85388,(623)328-9457,(923)466-0795,33.63076,-112.422408
Sunset Vista First,Assisted Living::Directed Home,8,T,Phoenix,18606 North 2Nd Avenue,85027,(623)889-4013,(623)266-2525,33.655061,-112.076176
Sunshine Adult Care Home,Assisted Living::Directed Home,10,,Surprise,15341 North 183Rd Drive,85388,(602)446-0098,(623)556-5521,33.623246,-112.453467
Sunshine Residential Care Home,Assisted Living::Directed Home,9,,Surprise,16829 West Northampton Road,85374,(623)215-4199,(623)215-4199,33.652712,-112.421393
Suntown Adult Care Home,Assisted Living::Directed Home,9,,Glendale,20010 North 41St Lane,85308,(623)434-5162,(623)780-1054,33.667854,-112.149548
Supreme Adult Care Home,Assisted Living::Directed Home,5,T,San Tan Valley,3629 East Thames Circle,85140,(480)840-5824,(480)656-9727,33.240627,-111.526696
Susan Care Home LLC,Assisted Living::Directed Home,9,T,Surprise,15842 West Mercer Lane,85379,(623)249-5114,(623)249-4717,33.584096,-112.401626
Sweet Home Adult Care Home LLC,Assisted Living::Directed Home,10,T,Peoria,15973 North 77Th Avenue,85382,(623)487-1124,(623)334-0835,33.63074,-112.224106
Sweetwater Place,Assisted Living::Directed Home,10,,Scottsdale,12433 North 71St Street,85254,(602)329-6226,(480)483-6845,33.599399,-111.927432
Swiss Touch,Assisted Living::Directed Home,5,,Scottsdale,5235 East Wagoner Road,85254,(602)404-7504,(602)404-7504,33.652482,-111.967837
T & Y Wolf Assisted Living,Assisted Living::Directed Home,5,,Phoenix,326 East Bellmont Avenue,85020,(602)278-6486,(602)278-6486,33.548804,-112.068967
Tangelo Grove Senior Care Home,Assisted Living::Directed Home,10,,Phoenix,101 West Glendale Avenue,85021,(602)351-2273,(844)659-7636,33.538193,-112.075812
Tanque Verde Assisted Living Homei LLC,Assisted Living::Directed Home,8,,Tucson,4040 North Camino Arco,85718,(520)529-7370,(520)529-7305,32.280569,-110.882391
Tatum Glen Assisted Living Home,Assisted Living::Directed Home,10,T,Phoenix,3720 East Utopia Road,85050,(602)787-4418,(602)787-4489,33.662623,-112.002132
Tbi Assisted Living,Assisted Living::Directed Home,10,T,Phoenix,2721 West Rovey Avenue,85017,(602)358-7141,(602)358-7559,33.524989,-112.117938
Tbi Care Inc.,Assisted Living::Directed Home,6,,Phoenix,6016 South 22Nd Drive,85041,(602)276-9117,(480)247-4049,33.391326,-112.106425
Tempe Tbi Home Care LLC,Assisted Living::Directed Home,5,T,Tempe,507 East Westchester Drive,85283,(480)773-7855,(602)237-5080,33.367243,-111.931628
Tender Care,Assisted Living::Directed Home,10,,Tucson,751 North Crest Drive,85716,(520)207-5444,(520)207-5444,32.231039,-110.923182
Tender Loving Care Home I,Assisted Living::Directed Home,8,T,Surprise,14239 West Charter Oak Road,85379,(623)242-6414,(623)556-2977,33.596103,-112.366383
The Edison House,Assisted Living::Directed Home,10,,Tucson,7641 East Edison Street,85715,(520)886-6961,(520)886-6961,32.248631,-110.829264
The Frontier House,Assisted Living::Directed Home,10,,Payson,906 East Frontier Street,85541,(928)468-2461,(928)474-2790,34.232109,-111.31092
The Good Samaritan Assisted Living Home I,Assisted Living::Directed Home,5,,Phoenix,16250 North 40Th Lane,85053,(602)564-1104,(602)926-2493,33.63409,-112.146453
The Harbor Lighthouse,Assisted Living::Directed Home,5,,Glendale,4142 West Grovers Avenue,85308,(602)358-8604,(602)606-2356,33.647438,-112.148779
The Next Genesis Inc.,Assisted Living::Directed Home,5,,Glendale,11207 North 53Rd Avenue,85304,(623)215-8024,(623)215-8024,33.58779,-112.172812
The Olivia White Hospice Home,Assisted Living::Directed Home,10,,Flagstaff,752 North Switzer Canyon Drive,86001,(928)226-1915,(928)226-1923,35.202785,-111.638189
The Retreat At Desert Cove,Assisted Living::Directed Home,10,,Scottsdale,10031 East Desert Cove Avenue,85260,(480)245-6222,(602)292-9668,33.585961,-111.864536
The Villas At La Canada - Villa A,Assisted Living::Directed Home,10,,Tucson,6901 West Desert Harbor Place,85704,(520)531-0086,(520)797-6512,32.331981,-110.996739
Third Street Home,Assisted Living::Directed Home,6,T,Mesa,1053 East 3Rd Street,85203,(480)610-6974,(480)610-6974,33.420147,-111.80859
Thunderbird Quality Home Care,Assisted Living::Directed Home,10,,Glendale,5503 West Joan De Arc Avenue,85304,(602)978-8738,(602)298-4352,33.606405,-112.177406
Tina's Place Assisted Living Home,Assisted Living::Directed Home,5,,Chandler,787 West Carob Way,85248,(480)584-5742,(480)584-5742,33.251407,-111.857526
Tita's Happy Assisted Living Home LLC,Assisted Living::Directed Home,5,,Tucson,8240 East Keuka Court,85715,(520)885-2730,(520)885-2730,32.245675,-110.816714
Touch Of Love Assisted Living,Assisted Living::Directed Home,10,T,Mesa,11335 East Pronghorn Avenue,85212,(480)380-4600,(480)257-3787,33.351642,-111.589258
Tramonto Assisted Living,Assisted Living::Directed Home,10,T,Phoenix,3217 West Caravaggio Lane,85086,(602)722-3893,(623)518-3216,33.811362,-112.12953
Tranquil Living Care Home,Assisted Living::Directed Home,5,,Chandler,4144 West Bart Drive,85226,(915)433-9700,(480)902-3077,33.314049,-111.913868
Trinity Home Of Scottsdale LLC,Assisted Living::Directed Home,8,,Scottsdale,10710 East Mescal Street,85259,(480)451-0741,(480)451-0742,33.588352,-111.848471
Truval Assisted Living Home,Assisted Living::Directed Home,10,,Tucson,4445 North Pontatoc Road,85718,(520)338-2261,(520)338-2263,32.287733,-110.902199
Tucson Golden Life Assisted Living LLC,Assisted Living::Directed Home,10,,Tucson,8586 North Holly Brook Avenue,85742,(520)744-5086,(520)744-6753,32.362502,-111.05224
Tucson Mountain Assisted Living Home,Assisted Living::Directed Home,9,,Tucson,3429 South Thunder Chorus Road,85713,(520)425-0295,(520)989-9250,32.181734,-111.082821
Tuscan Place Assisted Living Home,Assisted Living::Directed Home,10,,Scottsdale,13637 North 87Th Street,85260,(480)471-6107,(480)471-6137,33.609446,-111.893083
Upon The Rock Assisted Living,Assisted Living::Directed Home,10,T,Scottsdale,32100 North Scottsdale Road,85266,(480)488-0774,(480)595-5492,33.779594,-111.926123
Valley Care Management Corporation,Assisted Living::Directed Home,9,T,Gilbert,59 North Quartz Street,85234,(480)545-9176,(480)545-8543,33.351409,-111.76171
Valley Oasis Adult Care Home,Assisted Living::Directed Home,10,,Glendale,5131 West Sweetwater Avenue,85304,(602)978-2556,(623)334-2699,33.60341,-112.169683
Valley Vista Assisted Living LLC,Assisted Living::Directed Home,6,,McNeal,5867 West Double Adobe Road,85617,(520)432-2232,(520)432-2232,31.458276,-109.781785
Vandermeyer House,Assisted Living::Directed Home,9,,Glendale,7554 West Libby,85308,(602)789-7676,(602)595-0711,33.646552,-112.222532
Veema Chandler Assisted Living Homes LLC,Assisted Living::Directed Home,5,,Chandler,4695 West Tyson Street,85226,(480)940-5130,(480)940-5130,33.309491,-111.923597
Venezia Place LLC,Assisted Living::Directed Home,10,,Tucson,7141 North Via Venezia,85704,(520)797-6933,(520)797-6933,32.33628,-110.981216
Venus Assisted Living Home,Assisted Living::Directed Home,9,T,Surprise,15226 West Becker Lane,85379,(623)556-4695,(623)556-4695,33.585675,-112.384773
Veronica's Elderly Care Home,Assisted Living::Directed Home,5,T,Glendale,15213 North 62Nd Drive,85306,(602)896-3158,(602)896-3158,33.622141,-112.194359
Via Elegante Galleria,Assisted Living::Directed Home,10,,Tucson,5643 North Via Latigo,85704,(520)408-7940,(520)293-3412,32.308796,-111.006286
Via Elegante Mediterranean,Assisted Living::Directed Home,10,,Tucson,5644 North Via Latigo,85704,(520)293-8900,(520)293-3412,32.308584,-111.006079
Via Elegante Vineyard,Assisted Living::Directed Home,10,,Tucson,5651 North Via Latigo,85704,(520)408-3210,(520)293-3412,32.308885,-111.00615
Vicky's Loving Home,Assisted Living::Directed Home,10,,Phoenix,3433 West Malapai Drive,85051,(602)216-9638,(602)938-0156,33.575285,-112.132495
Victory Homes I,Assisted Living::Directed Home,5,,Phoenix,4501 East Acoma Drive,85032,(602)281-2915,(602)281-2915,33.618803,-111.984694
Viki's Assisted Living Home,Assisted Living::Directed Home,5,,Phoenix,3027 East Topeka Drive,85050,(602)482-3473,(602)466-2517,33.660792,-112.017388
Villa Bella Home,Assisted Living::Directed Home,5,,Scottsdale,5520 East Kelton Lane,85254,(480)399-1288,(602)283-4771,33.638207,-111.961691
Villa Jean,Assisted Living::Directed Home,5,,Chandler,1239 West Boston Street,85224,(480)427-2282,(480)899-9770,33.301725,-111.863258
Villa Jean I LLC,Assisted Living::Directed Home,9,,Chandler,704 West Cheyenne Drive,85225,(480)857-2972,(480)899-9770,33.347221,-111.852212
Villa Tampico,Assisted Living::Directed Home,10,,Tucson,601 South Tampico Avenue,85711,(520)790-6254,(520)797-6512,32.214413,-110.85883
Villa Theresa Adult Care Home,Assisted Living::Directed Home,5,,Glendale,7637 West Villa Theresa Drive,85308,(602)862-0446,(602)938-0754,33.65189,-112.223761
Villas At Deer Valley Care Facility,Assisted Living::Directed Home,8,,Phoenix,18027 North 27Th Drive,85023,(602)488-3108,(866)604-2337,33.650128,-112.117557
Villas At King Road Villa A,Assisted Living::Directed Home,10,,Tucson,215 West King Road,85704,(520)690-2281,(520)690-2298,32.27367,-110.97505
Villas At King Road Villa B,Assisted Living::Directed Home,10,,Tucson,211 West King Road,85705,(520)293-6192,(520)797-6512,32.27367,-110.974998
Vip Paradise Care LLC,Assisted Living::Directed Home,10,,Scottsdale,12650 East Cochise Drive,85259,(602)363-3119,(480)264-7048,33.58072,-111.806126
Waverly House Adult Care Home,Assisted Living::Directed Home,10,,Tucson,2330 East Waverly Street,85719,(520)393-8981,(  )  -,32.245343,-110.937612
Wellspring A L H In Mesa,Assisted Living::Directed Home,6,,Mesa,5437 East Harmony Avenue,85206,(480)703-4134,(480)503-3210,33.389084,-111.713581
Wellspring Alh At Val Vista,Assisted Living::Directed Home,10,T,Gilbert,312 North Brett Street,85234,(480)503-3217,(480)503-3210,33.355983,-111.755125
West Valley Care Home,Assisted Living::Directed Home,10,,Peoria,8546 West Joan De Arc,85381,(623)334-1827,(623)486-4680,33.606567,-112.243167
Westfield Assisted Living LLC,Assisted Living::Directed Home,10,T,Prescott Valley,3225 North Pleasant View Drive,86314,(928)775-4336,(928)775-6672,34.589472,-112.343847
Whipple Circle Manor Assisted Living,Assisted Living::Directed Home,5,,Gilbert,1101 North Whipple Circle,85233,(480)503-4467,(480)558-5297,33.369868,-111.808609
White Dove Assisted Living Home,Assisted Living::Directed Home,10,,Glendale,6741 West Robert E Lee,85308,(602)978-1393,(602)548-0836,33.64901,-112.204504
White House Group Home,Assisted Living::Directed Home,8,,Glendale,10227 North 56Th Drive,85302,(623)297-1839,(623)435-2600,33.579196,-112.179888
White Orchid Assisted Living LLC,Assisted Living::Directed Home,10,,Peoria,8648 West Salter Drive,85383,(623)399-9191,(623)399-9191,33.678703,-112.245041
White Violet,Assisted Living::Directed Home,5,,Phoenix,3702 West Cholla Street,85029,(602)903-8120,(602)682-5439,33.588885,-112.138584
Windsong Care Assisted Living,Assisted Living::Directed Home,10,,Mesa,1129 South 24Th Street,85204,(602)677-2774,(480)452-0555,33.394636,-111.779648
Yashua's Cedar,Assisted Living::Directed Home,7,T,Gilbert,437 West Merrill Avenue,85233,(480)558-4684,(480)899-6122,33.373631,-111.79956
Young Family Care Homes And Investments LLC,Assisted Living::Directed Home,5,,Queen Creek,19331 East Via De Palmas,85142,(480)888-0456,(480)383-6083,33.230258,-111.666681
Young Life Assisted Living,Assisted Living::Directed Home,10,T,Phoenix,2711 West Rancho Drive,85017,(602)242-9736,(877)780-1294,33.522534,-112.117321
Zaweah Luxury Living,Assisted Living::Directed Home,10,,Laveen,9129 South 48Th Drive,85339,(602)348-7691,(602)368-3587,33.363464,-112.162994
Andara,Assisted Living::Personal Center,120,,Scottsdale,11415 North 114Th Street,85259,(480)862-8701,(480)862-8883,33.589975,-111.833774
Atria Chandler Villas,Assisted Living::Personal Center,164,,Chandler,101 South Yucca Street,85224,(480)899-7650,(480)899-4485,33.301865,-111.872726
Atria Heritage Sun City,Assisted Living::Personal Center,45,,Sun City,17233 North Boswell Boulevard,85373,(623)977-2777,(623)977-1556,33.641131,-112.279237
Avista Senior Living Historic Downtown Mesa,Assisted Living::Personal Center,91,T,Mesa,248 North Macdonald,85201,(480)827-2222,(480)422-4272,33.420616,-111.834292
Boulder Gardens Assisted Living,Assisted Living::Personal Center,80,T,Prescott,860 Dougherty Street,86305,(928)778-9777,(928)771-9620,34.55467,-112.488682
Broadway Proper Retirement Community,Assisted Living::Personal Center,90,,Tucson,400 South Broadway Place,85710,(520)296-3238,(520)296-3277,32.21727,-110.831201
Brookdale Apache Junction,Assisted Living::Personal Center,126,,Apache Junction,2080 South Ironwood Drive,85120,(480)983-5047,(408)983-5039,33.396034,-111.563541
Brookdale Central Paradise Valley,Assisted Living::Personal Center,135,,Phoenix,13240 North Tatum Boulevard,85032,(602)953-3600,(602)953-3952,33.607173,-111.978144
Brookdale Springs Mesa,Assisted Living::Personal Center,90,,Mesa,6220 East Broadway Road,85206,(480)985-8900,(480)981-2058,33.408692,-111.700494
Burkeshire Retirement Hotel,Assisted Living::Personal Center,84,,Phoenix,1310 East Mc Dowell Road,85006,(602)258-7488,(602)258-9983,33.465884,-112.053894
Christian Care Manor Iv,Assisted Living::Personal Center,65,T,Mesa,118 South 70Th Street,85208,(480)654-1800,(480)218-2617,33.41264,-111.680556
Country Manor Assisted Living Center LLC,Assisted Living::Personal Center,37,,Phoenix,2815 North 48Th Street,85008,(602)840-5940,(602)680-5773,33.479327,-111.9779
Fairwinds - Desert Point,Assisted Living::Personal Center,75,,Oro Valley,10701 North La Reserve Drive,85737,(520)498-1111,(520)498-2308,32.399176,-110.952656
Forum Pueblo Norte Assisted Living,Assisted Living::Personal Center,33,,Scottsdale,7108 East Mescal Street,85254,(480)443-5193,(480)951-7244,33.586845,-111.927088
Heritage Lane Behavioral - West,Assisted Living::Personal Center,44,T,Mesa,1040 South Lebaron,85210,(480)307-8809,(888)972-7050,33.396289,-111.838025
Holbrook Senior Center Extended Care,Assisted Living::Personal Center,16,,Holbrook,216 Joy Nevin,86025,(928)524-2344,(928)297-0281,34.900915,-110.160597
Joyce Ridge Civitan House,Assisted Living::Personal Center,26,,Phoenix,5038 North 17Th Avenue,85015,(602)246-0747,(602)943-4956,33.510834,-112.09578
Lifestream At Thunderbird,Assisted Living::Personal Center,60,T,Glendale,13617 North 55Th Avenue,85304,(602)938-5500,(602)843-9530,33.608844,-112.177012
Marshall Home For Men,Assisted Living::Personal Center,52,,Tucson,3314 South 16Th Avenue,85713,(520)624-5193,(520)882-2812,32.186351,-110.98208
Oasis At Fellowship Square Tucson,Assisted Living::Personal Center,60,,Tucson,250 North Maguire Avenue,85710,(520)886-5537,(520)733-9416,32.224079,-110.819433
Olive Branch New Beginnings I,Assisted Living::Personal Center,13,,Rimrock,4410 4425 4430 And 4450 Aztec Road,86335,(928)567-4759,(928)592-0154,34.645189,-111.773369
Rainbow Acres,Assisted Living::Personal Center,120,,Camp Verde,2120 West Reservation Loop Road,86322,(928)567-5231,(928)567-9059,34.620143,-111.886754
Solterra At White Mountains One,Assisted Living::Personal Center,30,,Lakeside,5408 AZ Hwy 260 (Bldg 1),85929,(928)532-4600,(928)537-0765,34.189137,-110.015813
Springs Of Scottsdale,Assisted Living::Personal Center,56,,Scottsdale,3212 North Miller Road,85251,(480)941-9026,(480)970-1255,33.484634,-111.917695
St. Luke's Home,Assisted Living::Personal Center,80,,Tucson,615 East Adams Street,85705,(520)628-1512,(520)624-9723,32.240709,-110.962254
Sun Valley Lodge,Assisted Living::Personal Center,73,,Sun City,12415 North 103Rd Avenue,85351,(623)933-0137,(623)933-5846,33.597003,-112.28108
The Forum At Desert Harbor,Assisted Living::Personal Center,30,,Peoria,13840 North Desert Harbor Drive,85381,(623)972-0995,(623)977-5271,33.614433,-112.249501
A New Hope Behavioral Health Home,Behavioral Health::Adult,8,T,Glendale,9646 North 47Th Avenue,85302,(623)930-9561,(623)937-8520,33.573378,-112.160388
Alternative To Meds Center,Behavioral Health::Adult,18,T,Sedona,185 Roadrunner Drive,86336,(800)301-3753,(928)282-1219,34.864313,-111.814473
American Care Homes Inc.,Behavioral Health::Adult,5,,Phoenix,4144 North 36Th Street,85018,(602)277-8724,(602)224-1357,33.496741,-112.004347
Apollo Health Care Inc.,Behavioral Health::Adult,5,T,Glendale,8322 West Oregon Avenue,85305,(623)877-0055,(623)877-1155,33.513467,-112.238349
Arizona Behavioral Care Homes,Behavioral Health::Adult,10,T,Gilbert,230 East Frances Lane,85295,(480)699-9720,(480)690-8094,33.292702,-111.784291
Arizona Health Care Contract Management Services Inc.-Ward Manor,Behavioral Health::Adult,9,T,Phoenix,1018 East El Caminito,85020,(602)230-2222,(602)230-2026,33.558984,-112.060279
Arizona Mentor - Arizona City,Behavioral Health::Adult,7,T,Arizona City,8428 West Royal Blackheath,85223,(602)200-9494,(602)497-4984,32.750544,-111.65833
Baraka House I I LLC,Behavioral Health::Adult,6,,Phoenix,13619 North 36Th Avenue,85029,(602)824-9100,(602)824-9100,33.609721,-112.136242
Baraka House I V,Behavioral Health::Adult,6,T,Peoria,7445 West Cheryl Drive,85345,(623)878-0463,(623)878-0463,33.577655,-112.219083
Baraka House LLC,Behavioral Health::Adult,8,T,Phoenix,3740 West Caron Street,85051,(602)466-3499,(602)466-3499,33.568641,-112.140046
